number,title,link,source_id,published_at,state,transcript_source,discovered_at
107,LNP107 Ohne Gummi kostet extra,https://logbuch-netzpolitik.de/lnp107-ohne-gummi-kostet-extra,1098,2014-07-03T01:34:45+02:00,done,podlove,2026-06-14T00:32:53+00:00
108,LNP108 Beifang im Datenschleppnetz,https://logbuch-netzpolitik.de/lnp108-beifang-im-datenschleppnetz,1115,2014-07-08T13:48:42+02:00,done,podlove,2026-06-14T00:32:53+00:00
109,LNP109 Presseähnliche Tätigkeit,https://logbuch-netzpolitik.de/lnp109-presseaehnliche-taetigkeit,1124,2014-07-18T14:31:56+02:00,done,podlove,2026-06-14T00:32:53+00:00
110,LNP110 Jura lernen für Dummies von Dummies,https://logbuch-netzpolitik.de/lnp110-jura-lernen-fuer-dummies-von-dummies,1129,2014-07-25T21:37:12+02:00,done,podlove,2026-06-14T00:32:53+00:00
111,LNP111 Das goldene Häkchen,https://logbuch-netzpolitik.de/lnp111-das-goldene-haekchen,1134,2014-07-30T19:18:19+02:00,done,podlove,2026-06-14T00:32:53+00:00
112,LNP112 Die Werdung des Snowdens,https://logbuch-netzpolitik.de/lnp112-die-werdung-des-snowdens,1142,2014-08-15T11:24:36+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
113,LNP113 Cyber,https://logbuch-netzpolitik.de/lnp113-cyber,1151,2014-08-21T21:11:27+02:00,done,podlove,2026-06-14T00:32:53+00:00
114,LNP114 Cyber Cyber,https://logbuch-netzpolitik.de/lnp114-cyber-cyber,1154,2014-09-04T21:37:55+02:00,done,podlove,2026-06-14T00:32:53+00:00
115,LNP115 Heiland aus Digitalien,https://logbuch-netzpolitik.de/lnp115-heiland-aus-digitalien,1158,2014-09-17T14:48:17+02:00,done,podlove,2026-06-14T00:32:53+00:00
116,LNP116 Initialen reichen ja wohl,https://logbuch-netzpolitik.de/lnp116-initialen-reichen-ja-wohl,1161,2014-09-29T21:58:13+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
117,LNP117 Springergeführte Koalition,https://logbuch-netzpolitik.de/lnp117-springergefuehrte-koalition,1165,2014-10-08T14:28:58+02:00,done,podlove,2026-06-14T00:32:53+00:00
118,LNP118 Außerhalb des offiziellen Luftraums,https://logbuch-netzpolitik.de/lnp118-ausserhalb-des-offiziellen-luftraums,1168,2014-10-15T13:43:23+02:00,done,podlove,2026-06-14T00:32:53+00:00
119,LNP119 Netzneutralität Extrem,https://logbuch-netzpolitik.de/lnp119-netzneutralitaet-extrem,1173,2014-10-21T15:02:38+02:00,done,podlove,2026-06-14T00:32:53+00:00
